gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,norm_writing_score,norm_math_score,norm_reading_score
male,group B,associate's degree,free/reduced,none,61,58,56,-0.7932529663822775,-0.3356178274979434,-0.7649899431460504
female,group C,associate's degree,standard,none,39,64,57,-0.7274446897618795,-1.7865103810359189,-0.35403644159028863
female,group D,some college,free/reduced,completed,58,63,73,0.3254877361644883,-0.5334668120713036,-0.42252869184958225
male,group D,some college,standard,completed,63,55,63,-0.3325950300394916,-0.20371850444903655,-0.9704666939239314
female,group A,associate's degree,free/reduced,none,41,51,48,-1.3197191793454615,-1.654611057987012,-1.244435694961106
male,group C,some high school,free/reduced,none,61,57,56,-0.7932529663822775,-0.3356178274979434,-0.8334821934053441
male,group C,some high school,standard,none,49,49,41,-1.7803771156882473,-1.1270137657913846,-1.3814201954796932
male,group B,associate's degree,free/reduced,none,44,41,38,-1.9778019455494413,-1.4567620734136517,-1.9293581975540424
male,group E,some high school,standard,none,30,26,22,-3.030734371475809,-2.3800573347559997,-2.9567419514434468
male,group A,bachelor's degree,standard,completed,80,78,81,0.8519539491276722,0.9174257414666717,0.6048550620398223
female,group D,some high school,standard,completed,61,74,72,0.25967945954409033,-0.3356178274979434,0.3308860610026478
female,group E,master's degree,standard,none,62,68,68,-0.003553646937501626,-0.26966816597348997,-0.08006744055311406
female,group B,associate's degree,standard,none,47,49,50,-1.1881026261046654,-1.2589130888402913,-1.3814201954796932
male,group B,high school,free/reduced,none,49,45,45,-1.5171440092066553,-1.1270137657913846,-1.6553891965168677
male,group A,some college,free/reduced,completed,50,47,54,-0.9248695196230734,-1.061064104266931,-1.5184046959982804
male,group E,associate's degree,standard,none,72,64,63,-0.3325950300394916,0.3898284492710443,-0.35403644159028863
male,group D,high school,free/reduced,none,42,39,34,-2.2410350520310334,-1.5886613964625584,-2.0663426980726296
female,group C,some college,standard,none,73,80,82,0.9177622257480702,0.45577811079549774,0.7418395625584097
female,group C,some college,free/reduced,none,76,83,88,1.312611885470458,0.653627095368858,0.9473163133362905
female,group D,associate's degree,standard,none,71,71,74,0.3912960127848863,0.32387878774659085,0.12540931022476687
female,group A,some college,standard,none,58,70,67,-0.06936192355789961,-0.5334668120713036,0.05691705996547323
female,group D,some high school,standard,none,73,86,82,0.9177622257480702,0.45577811079549774,1.1527930641141715
female,group C,bachelor's degree,standard,none,65,72,74,0.3912960127848863,-0.07181918140012969,0.19390156048406051
male,group C,high school,free/reduced,none,27,34,36,-2.1094184987902374,-2.57790631932936,-2.408803949369098
male,group C,high school,standard,none,71,79,71,0.19387118292369235,0.32387878774659085,0.6733473122991159
male,group C,associate's degree,free/reduced,completed,43,45,50,-1.1881026261046654,-1.5227117349381052,-1.6553891965168677
female,group B,some college,standard,none,79,86,92,1.57584499195205,0.8514760799422183,1.1527930641141715
male,group C,associate's degree,free/reduced,completed,78,81,82,0.9177622257480702,0.7855264184177648,0.8103318128177033
male,group B,some high school,standard,completed,65,66,62,-0.39840330665988954,-0.07181918140012969,-0.21705194107170134
female,group E,some college,standard,completed,63,72,70,0.12806290630329434,-0.20371850444903655,0.19390156048406051
female,group D,some college,free/reduced,none,58,67,62,-0.39840330665988954,-0.5334668120713036,-0.1485596908124077
female,group D,bachelor's degree,standard,none,65,67,62,-0.39840330665988954,-0.07181918140012969,-0.1485596908124077
male,group B,some college,standard,none,79,67,67,-0.06936192355789961,0.8514760799422183,-0.1485596908124077
male,group D,bachelor's degree,standard,completed,68,74,74,0.3912960127848863,0.1260298031732306,0.3308860610026478
female,group D,associate's degree,standard,none,85,91,89,1.378420162090856,1.247174049088939,1.4952543154106397
male,group B,high school,standard,completed,60,44,47,-1.3855274559658595,-0.4015674890223968,-1.7238814467761614
male,group C,some college,standard,completed,98,86,90,1.444228438711254,2.1045196489068334,1.1527930641141715
female,group C,some college,standard,none,58,67,72,0.25967945954409033,-0.5334668120713036,-0.1485596908124077
female,group D,master's degree,standard,none,87,100,100,2.102311204915234,1.3790733721378456,2.1116845677442826
male,group E,associate's degree,standard,completed,66,63,64,-0.2667867534190936,-0.005869519875676265,-0.42252869184958225
female,group B,associate's degree,free/reduced,none,52,76,70,0.12806290630329434,-0.9291647812180243,0.4678705615212351
female,group B,some high school,standard,none,70,64,72,0.25967945954409033,0.25792912622213743,-0.35403644159028863
female,group D,associate's degree,free/reduced,completed,77,89,98,1.970694651674438,0.7195767568933115,1.3582698148920525
male,group C,high school,standard,none,62,55,49,-1.2539109027250634,-0.26966816597348997,-0.9704666939239314
male,group A,associate's degree,standard,none,54,53,47,-1.3855274559658595,-0.7972654581691174,-1.1074511944425187
female,group D,some college,standard,none,51,58,54,-0.9248695196230734,-0.9951144427424776,-0.7649899431460504
female,group E,bachelor's degree,standard,completed,99,100,100,2.102311204915234,2.1704693104312867,2.1116845677442826
male,group C,high school,standard,none,84,77,74,0.3912960127848863,1.1812243875644854,0.5363628117805287
female,group B,bachelor's degree,free/reduced,none,75,85,82,0.9177622257480702,0.5876774338444046,1.0843008138548778
female,group D,bachelor's degree,standard,none,78,82,79,0.7203373958868763,0.7855264184177648,0.8788240630769969
female,group D,some high school,standard,none,51,63,61,-0.46421158328028755,-0.9951144427424776,-0.42252869184958225
female,group C,some college,standard,none,55,69,65,-0.2009784767986956,-0.731315796644664,-0.011575190293820415
female,group C,bachelor's degree,standard,completed,79,92,89,1.378420162090856,0.8514760799422183,1.5637465656699332
male,group B,associate's degree,standard,completed,91,89,92,1.57584499195205,1.6428720182356593,1.3582698148920525
female,group C,some college,standard,completed,88,93,93,1.641653268572448,1.4450230336622991,1.632238815929227
male,group D,high school,free/reduced,none,63,57,56,-0.7932529663822775,-0.20371850444903655,-0.8334821934053441
male,group E,some college,standard,none,83,80,73,0.3254877361644883,1.115274726040032,0.7418395625584097
female,group B,high school,standard,none,87,95,86,1.1809953322296622,1.3790733721378456,1.7692233164478142
male,group B,some high school,standard,none,72,68,67,-0.06936192355789961,0.3898284492710443,-0.08006744055311406
male,group D,some college,standard,completed,65,77,74,0.3912960127848863,-0.07181918140012969,0.5363628117805287
male,group D,master's degree,standard,none,82,82,74,0.3912960127848863,1.0493250645155785,0.8788240630769969
female,group A,bachelor's degree,standard,none,51,49,51,-1.1222943494842674,-0.9951144427424776,-1.3814201954796932
male,group D,master's degree,standard,none,89,84,82,0.9177622257480702,1.5109726951867526,1.0158085635955842
male,group C,some high school,free/reduced,completed,53,37,40,-1.8461853923086453,-0.8632151196935708,-2.203327198591217
male,group E,some college,free/reduced,completed,87,74,70,0.12806290630329434,1.3790733721378456,0.3308860610026478
female,group C,some college,standard,completed,75,81,84,1.0493787789888662,0.5876774338444046,0.8103318128177033
male,group D,bachelor's degree,free/reduced,completed,74,79,75,0.4571042894052843,0.5217277723199512,0.6733473122991159
male,group C,bachelor's degree,standard,none,58,55,48,-1.3197191793454615,-0.5334668120713036,-0.9704666939239314
male,group B,some high school,standard,completed,51,54,41,-1.7803771156882473,-0.9951144427424776,-1.038958944183225
male,group E,high school,standard,none,70,55,56,-0.7932529663822775,0.25792912622213743,-0.9704666939239314
female,group C,associate's degree,standard,none,59,66,67,-0.06936192355789961,-0.4675171505468502,-0.21705194107170134
male,group D,some college,standard,completed,71,61,69,0.06225462968289636,0.32387878774659085,-0.5595131923681695
female,group D,some high school,standard,none,76,72,71,0.19387118292369235,0.653627095368858,0.19390156048406051
female,group C,some college,free/reduced,none,59,62,64,-0.2667867534190936,-0.4675171505468502,-0.49102094210887587
female,group E,some college,free/reduced,completed,42,55,54,-0.9248695196230734,-1.5886613964625584,-0.9704666939239314
male,group A,high school,standard,none,57,43,47,-1.3855274559658595,-0.5994164735957571,-1.7923736970354551
male,group D,some college,standard,none,88,73,78,0.6545291192664783,1.4450230336622991,0.26239381074335416
female,group C,some college,free/reduced,none,22,39,33,-2.306843328651431,-2.907654626951627,-2.0663426980726296
male,group B,some high school,standard,none,88,84,75,0.4571042894052843,1.4450230336622991,1.0158085635955842
male,group C,associate's degree,free/reduced,none,73,68,66,-0.1351702001782976,0.45577811079549774,-0.08006744055311406
female,group D,bachelor's degree,standard,completed,68,75,81,0.8519539491276722,0.1260298031732306,0.3993783112619414
male,group E,associate's degree,free/reduced,completed,100,100,93,1.641653268572448,2.2364189719557404,2.1116845677442826
male,group A,some high school,standard,completed,62,67,69,0.06225462968289636,-0.26966816597348997,-0.1485596908124077
male,group A,bachelor's degree,standard,none,77,67,68,-0.003553646937501626,0.7195767568933115,-0.1485596908124077
female,group B,associate's degree,standard,completed,59,70,66,-0.1351702001782976,-0.4675171505468502,0.05691705996547323
male,group D,bachelor's degree,standard,none,54,49,47,-1.3855274559658595,-0.7972654581691174,-1.3814201954796932
male,group D,some high school,standard,none,62,67,61,-0.46421158328028755,-0.26966816597348997,-0.1485596908124077
female,group C,some college,standard,completed,70,89,88,1.312611885470458,0.25792912622213743,1.3582698148920525
female,group E,high school,free/reduced,completed,66,74,78,0.6545291192664783,-0.005869519875676265,0.3308860610026478
male,group B,some college,free/reduced,none,60,60,60,-0.5300198599006856,-0.4015674890223968,-0.6280054426274632
female,group B,associate's degree,standard,completed,61,86,87,1.24680360885006,-0.3356178274979434,1.1527930641141715
male,group D,associate's degree,free/reduced,none,66,62,64,-0.2667867534190936,-0.005869519875676265,-0.49102094210887587
male,group B,associate's degree,free/reduced,completed,82,78,74,0.3912960127848863,1.0493250645155785,0.6048550620398223
female,group E,some college,free/reduced,completed,75,88,85,1.1151870556092642,0.5876774338444046,1.2897775646327587
male,group B,master's degree,free/reduced,none,49,53,52,-1.0564860728638694,-1.1270137657913846,-1.1074511944425187
male,group C,high school,standard,none,52,53,49,-1.2539109027250634,-0.9291647812180243,-1.1074511944425187
female,group E,master's degree,standard,none,81,92,91,1.510036715331652,0.9833754029911251,1.5637465656699332
female,group C,bachelor's degree,standard,completed,96,100,100,2.102311204915234,1.9726203258579265,2.1116845677442826
male,group C,high school,free/reduced,completed,53,51,51,-1.1222943494842674,-0.8632151196935708,-1.244435694961106
female,group B,master's degree,free/reduced,completed,58,76,78,0.6545291192664783,-0.5334668120713036,0.4678705615212351
female,group B,high school,standard,completed,68,83,78,0.6545291192664783,0.1260298031732306,0.9473163133362905
female,group C,some college,free/reduced,completed,67,75,70,0.12806290630329434,0.06008014164877716,0.3993783112619414
male,group A,high school,standard,completed,72,73,74,0.3912960127848863,0.3898284492710443,0.26239381074335416
male,group E,some high school,standard,none,94,88,78,0.6545291192664783,1.8407210028090197,1.2897775646327587
female,group D,some college,standard,none,79,86,81,0.8519539491276722,0.8514760799422183,1.1527930641141715
female,group C,associate's degree,standard,none,63,67,70,0.12806290630329434,-0.20371850444903655,-0.1485596908124077
female,group C,bachelor's degree,free/reduced,completed,43,51,54,-0.9248695196230734,-1.5227117349381052,-1.244435694961106
female,group C,master's degree,standard,completed,81,91,87,1.24680360885006,0.9833754029911251,1.4952543154106397
female,group B,high school,free/reduced,completed,46,54,58,-0.6616364131414815,-1.3248627503647448,-1.038958944183225
female,group C,associate's degree,standard,completed,71,77,77,0.5887208426460803,0.32387878774659085,0.5363628117805287
female,group B,master's degree,free/reduced,completed,52,70,62,-0.39840330665988954,-0.9291647812180243,0.05691705996547323
female,group D,some high school,standard,completed,97,100,100,2.102311204915234,2.03856998738238,2.1116845677442826
male,group C,master's degree,free/reduced,completed,62,68,75,0.4571042894052843,-0.26966816597348997,-0.08006744055311406
female,group C,some college,free/reduced,none,46,64,66,-0.1351702001782976,-1.3248627503647448,-0.35403644159028863
female,group E,high school,standard,none,50,50,47,-1.3855274559658595,-1.061064104266931,-1.3129279452203995
female,group D,associate's degree,standard,none,65,69,70,0.12806290630329434,-0.07181918140012969,-0.011575190293820415
male,group C,some high school,free/reduced,completed,45,52,49,-1.2539109027250634,-1.3908124118891982,-1.1759434447018122
male,group C,associate's degree,free/reduced,completed,65,67,65,-0.2009784767986956,-0.07181918140012969,-0.1485596908124077
male,group E,high school,standard,none,80,76,65,-0.2009784767986956,0.9174257414666717,0.4678705615212351
male,group D,some high school,standard,completed,62,66,68,-0.003553646937501626,-0.26966816597348997,-0.21705194107170134
male,group B,some high school,free/reduced,none,48,52,45,-1.5171440092066553,-1.192963427315838,-1.1759434447018122
female,group C,bachelor's degree,standard,none,77,88,87,1.24680360885006,0.7195767568933115,1.2897775646327587
female,group E,associate's degree,standard,none,66,65,69,0.06225462968289636,-0.005869519875676265,-0.28554419133099496
male,group D,some college,standard,completed,76,83,79,0.7203373958868763,0.653627095368858,0.9473163133362905
female,group B,some high school,standard,none,62,64,66,-0.1351702001782976,-0.26966816597348997,-0.35403644159028863
male,group D,some college,standard,completed,77,62,62,-0.39840330665988954,0.7195767568933115,-0.49102094210887587
female,group C,master's degree,standard,completed,69,84,85,1.1151870556092642,0.191979464697684,1.0158085635955842
male,group D,associate's degree,standard,none,61,55,52,-1.0564860728638694,-0.3356178274979434,-0.9704666939239314
male,group C,some high school,free/reduced,completed,59,69,65,-0.2009784767986956,-0.4675171505468502,-0.011575190293820415
male,group E,high school,free/reduced,none,55,56,51,-1.1222943494842674,-0.731315796644664,-0.9019744436646377
female,group B,some college,free/reduced,none,45,53,55,-0.8590612430026755,-1.3908124118891982,-1.1074511944425187
female,group B,bachelor's degree,free/reduced,none,78,79,76,0.5229125660256823,0.7855264184177648,0.6733473122991159
female,group C,associate's degree,standard,completed,67,84,86,1.1809953322296622,0.06008014164877716,1.0158085635955842
female,group D,some college,free/reduced,none,65,81,77,0.5887208426460803,-0.07181918140012969,0.8103318128177033
male,group C,associate's degree,standard,none,69,77,69,0.06225462968289636,0.191979464697684,0.5363628117805287
female,group B,associate's degree,standard,none,57,69,68,-0.003553646937501626,-0.5994164735957571,-0.011575190293820415
male,group C,some college,standard,none,59,41,42,-1.7145688390678493,-0.4675171505468502,-1.9293581975540424
male,group D,some high school,standard,completed,74,71,78,0.6545291192664783,0.5217277723199512,0.12540931022476687
male,group E,bachelor's degree,standard,none,82,62,62,-0.39840330665988954,1.0493250645155785,-0.49102094210887587
male,group E,high school,standard,completed,81,80,76,0.5229125660256823,0.9833754029911251,0.7418395625584097
female,group B,some college,free/reduced,none,74,81,76,0.5229125660256823,0.5217277723199512,0.8103318128177033
female,group B,some college,free/reduced,none,58,61,66,-0.1351702001782976,-0.5334668120713036,-0.5595131923681695
male,group D,some high school,free/reduced,completed,80,79,79,0.7203373958868763,0.9174257414666717,0.6733473122991159
male,group C,some college,free/reduced,none,35,28,27,-2.701692988373819,-2.0503090271337325,-2.8197574509248597
female,group C,high school,free/reduced,none,42,62,60,-0.5300198599006856,-1.5886613964625584,-0.49102094210887587
male,group C,associate's degree,free/reduced,completed,60,51,56,-0.7932529663822775,-0.4015674890223968,-1.244435694961106
male,group E,high school,standard,completed,87,91,81,0.8519539491276722,1.3790733721378456,1.4952543154106397
male,group B,some high school,standard,completed,84,83,75,0.4571042894052843,1.1812243875644854,0.9473163133362905
female,group E,associate's degree,free/reduced,completed,83,86,88,1.312611885470458,1.115274726040032,1.1527930641141715
female,group C,high school,free/reduced,none,34,42,39,-1.9119936689290433,-2.116258688658186,-1.8608659472947486
male,group B,high school,free/reduced,none,66,77,70,0.12806290630329434,-0.005869519875676265,0.5363628117805287
male,group B,some high school,standard,completed,61,56,56,-0.7932529663822775,-0.3356178274979434,-0.9019744436646377
female,group D,high school,standard,completed,56,68,74,0.3912960127848863,-0.6653661351202105,-0.08006744055311406
male,group B,associate's degree,standard,none,87,85,73,0.3254877361644883,1.3790733721378456,1.0843008138548778
female,group C,some high school,free/reduced,none,55,65,62,-0.39840330665988954,-0.731315796644664,-0.28554419133099496
male,group D,some high school,standard,none,86,80,75,0.4571042894052843,1.3131237106133922,0.7418395625584097
female,group B,associate's degree,standard,completed,52,66,73,0.3254877361644883,-0.9291647812180243,-0.21705194107170134
female,group E,master's degree,free/reduced,none,45,56,54,-0.9248695196230734,-1.3908124118891982,-0.9019744436646377
female,group C,some college,standard,none,72,72,71,0.19387118292369235,0.3898284492710443,0.19390156048406051
male,group D,high school,standard,none,57,50,54,-0.9248695196230734,-0.5994164735957571,-1.3129279452203995
male,group A,some high school,free/reduced,none,68,72,64,-0.2667867534190936,0.1260298031732306,0.19390156048406051
female,group C,some college,standard,completed,88,95,94,1.707461545192846,1.4450230336622991,1.7692233164478142
male,group D,some college,standard,none,76,64,66,-0.1351702001782976,0.653627095368858,-0.35403644159028863
male,group C,associate's degree,standard,none,46,43,42,-1.7145688390678493,-1.3248627503647448,-1.7923736970354551
female,group B,bachelor's degree,standard,none,67,86,83,0.9835705023684682,0.06008014164877716,1.1527930641141715
male,group E,some high school,standard,none,92,87,78,0.6545291192664783,1.7088216797601128,1.221285314373465
male,group C,bachelor's degree,standard,completed,83,82,84,1.0493787789888662,1.115274726040032,0.8788240630769969
male,group D,associate's degree,standard,none,80,75,77,0.5887208426460803,0.9174257414666717,0.3993783112619414
male,group D,bachelor's degree,free/reduced,none,63,66,67,-0.06936192355789961,-0.20371850444903655,-0.21705194107170134
female,group D,some high school,standard,completed,64,60,74,0.3912960127848863,-0.1377688429245831,-0.6280054426274632
male,group B,some college,standard,none,54,52,51,-1.1222943494842674,-0.7972654581691174,-1.1759434447018122
male,group C,associate's degree,standard,none,84,80,80,0.7861456725072742,1.1812243875644854,0.7418395625584097
male,group D,high school,free/reduced,completed,73,68,66,-0.1351702001782976,0.45577811079549774,-0.08006744055311406
female,group E,bachelor's degree,standard,none,80,83,83,0.9835705023684682,0.9174257414666717,0.9473163133362905
female,group D,high school,standard,none,56,52,55,-0.8590612430026755,-0.6653661351202105,-1.1759434447018122
male,group E,some college,standard,none,59,51,43,-1.6487605624474513,-0.4675171505468502,-1.244435694961106
male,group D,some high school,standard,none,75,74,69,0.06225462968289636,0.5876774338444046,0.3308860610026478
male,group C,associate's degree,standard,none,85,76,71,0.19387118292369235,1.247174049088939,0.4678705615212351
male,group E,associate's degree,standard,none,89,76,74,0.3912960127848863,1.5109726951867526,0.4678705615212351
female,group B,high school,standard,completed,58,70,68,-0.003553646937501626,-0.5334668120713036,0.05691705996547323
female,group B,high school,standard,none,65,64,62,-0.39840330665988954,-0.07181918140012969,-0.35403644159028863
male,group C,high school,standard,none,68,60,53,-0.9906777962434714,0.1260298031732306,-0.6280054426274632
male,group A,some high school,standard,completed,47,49,49,-1.2539109027250634,-1.2589130888402913,-1.3814201954796932
female,group D,some college,free/reduced,none,71,83,83,0.9835705023684682,0.32387878774659085,0.9473163133362905
female,group B,some high school,standard,completed,60,70,70,0.12806290630329434,-0.4015674890223968,0.05691705996547323
male,group D,master's degree,standard,none,80,80,72,0.25967945954409033,0.9174257414666717,0.7418395625584097
male,group D,high school,standard,none,54,52,52,-1.0564860728638694,-0.7972654581691174,-1.1759434447018122
female,group E,some college,standard,none,62,73,70,0.12806290630329434,-0.26966816597348997,0.26239381074335416
female,group C,associate's degree,free/reduced,none,64,73,68,-0.003553646937501626,-0.1377688429245831,0.26239381074335416
male,group C,associate's degree,standard,completed,78,77,77,0.5887208426460803,0.7855264184177648,0.5363628117805287
female,group B,some college,standard,none,70,75,78,0.6545291192664783,0.25792912622213743,0.3993783112619414
female,group C,master's degree,free/reduced,completed,65,81,81,0.8519539491276722,-0.07181918140012969,0.8103318128177033
female,group C,some high school,free/reduced,completed,64,79,77,0.5887208426460803,-0.1377688429245831,0.6733473122991159
male,group C,some college,standard,completed,79,79,78,0.6545291192664783,0.8514760799422183,0.6733473122991159
female,group C,some high school,free/reduced,none,44,50,51,-1.1222943494842674,-1.4567620734136517,-1.3129279452203995
female,group E,high school,standard,none,99,93,90,1.444228438711254,2.1704693104312867,1.632238815929227
male,group D,high school,standard,none,76,73,68,-0.003553646937501626,0.653627095368858,0.26239381074335416
male,group D,some high school,free/reduced,none,59,42,41,-1.7803771156882473,-0.4675171505468502,-1.8608659472947486
female,group C,bachelor's degree,standard,none,63,75,81,0.8519539491276722,-0.20371850444903655,0.3993783112619414
female,group D,high school,standard,none,69,72,77,0.5887208426460803,0.191979464697684,0.19390156048406051
female,group D,associate's degree,standard,completed,88,92,95,1.773269821813244,1.4450230336622991,1.5637465656699332
female,group E,some college,free/reduced,none,71,76,70,0.12806290630329434,0.32387878774659085,0.4678705615212351
male,group C,bachelor's degree,standard,none,69,63,61,-0.46421158328028755,0.191979464697684,-0.42252869184958225
male,group C,some college,standard,none,58,49,42,-1.7145688390678493,-0.5334668120713036,-1.3814201954796932
female,group D,associate's degree,free/reduced,none,47,53,58,-0.6616364131414815,-1.2589130888402913,-1.1074511944425187
female,group D,some college,standard,none,65,70,71,0.19387118292369235,-0.07181918140012969,0.05691705996547323
male,group B,some college,standard,completed,88,85,76,0.5229125660256823,1.4450230336622991,1.0843008138548778
male,group C,bachelor's degree,standard,none,83,78,73,0.3254877361644883,1.115274726040032,0.6048550620398223
